NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GOBP_CELLULAR_RESPONSE_TO_PH	27	22		
GOBP_CELLULAR_RESPONSE_TO_ACIDIC_PH	17		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_OSMOTIC_STRESS	48	48		
GOBP_CELLULAR_RESPONSE_TO_SALT_STRESS	12		Rejected!	
GOBP_CELLULAR_HYPEROSMOTIC_RESPONSE	15	15		
GOBP_CELLULAR_HYPEROSMOTIC_SALINITY_RESPONSE	7		Rejected!	
GOBP_CELLULAR_HYPOTONIC_RESPONSE	10		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_RADIATION	190	171		
GOBP_CELLULAR_RESPONSE_TO_IONIZING_RADIATION	75	73		
GOBP_CELLULAR_RESPONSE_TO_GAMMA_RADIATION	30	29		
GOBP_CELLULAR_RESPONSE_TO_X_RAY	13		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_LIGHT_STIMULUS	124	107		
GOBP_CELLULAR_RESPONSE_TO_LIGHT_INTENSITY	5		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_UV_A	11		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_UV_B	8		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_UV_C	6		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_ENDOGENOUS_STIMULUS	1394		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS	328	294		
GOBP_CELLULAR_RESPONSE_TO_FLUID_SHEAR_STRESS	21	19		
GOBP_CELLULAR_RESPONSE_TO_LAMINAR_FLUID_SHEAR_STRESS	8		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_NITROSATIVE_STRESS	6		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_STEROL_DEPLETION	16	15		
GOBP_CELLULAR_RESPONSE_TO_TEMPERATURE_STIMULUS	5		Rejected!	
GOBP_RESPONSE_TO_HEPARIN	7		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_HEPARIN	5		Rejected!	
GOBP_GENOMIC_IMPRINTING	11		Rejected!	
GOBP_SEMAPHORIN_PLEXIN_SIGNALING_PATHWAY	44	43		
GOBP_DOPAMINERGIC_NEURON_DIFFERENTIATION	42	32		
GOBP_DIPHOSPHOINOSITOL_POLYPHOSPHATE_METABOLIC_PROCESS	5		Rejected!	
GOBP_INOSITOL_PHOSPHATE_CATABOLIC_PROCESS	19	19		
GOBP_RESPONSE_TO_DEXAMETHASONE	43	40		
GOBP_CELLULAR_RESPONSE_TO_DEXAMETHASONE_STIMULUS	27	25		
GOBP_HISTONE_H3_K27_DEMETHYLATION	5		Rejected!	
GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA	281	251		
GOBP_PROTEIN_UFMYLATION	6		Rejected!	
GOBP_ZINC_ION_IMPORT_ACROSS_PLASMA_MEMBRANE	8		Rejected!	
GOBP_LYMPHOCYTE_AGGREGATION	5		Rejected!	
GOBP_OTIC_VESICLE_DEVELOPMENT	15		Rejected!	
GOBP_OTIC_VESICLE_MORPHOGENESIS	10		Rejected!	
GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_PRODUCTION	42	38		
GOBP_MONOCYTE_CHEMOTACTIC_PROTEIN_1_PRODUCTION	21	15		
GOBP_MACROPHAGE_INFLAMMATORY_PROTEIN_1_ALPHA_PRODUCTION	6		Rejected!	
GOBP_CHEMOKINE_C_C_MOTIF_LIGAND_5_PRODUCTION	11		Rejected!	
GOBP_GRANULOCYTE_COLONY_STIMULATING_FACTOR_PRODUCTION	5		Rejected!	
GOBP_IP_10_PRODUCTION	5		Rejected!	
GOBP_GRANULOCYTE_CHEMOTAXIS	129	92		
GOBP_REGULATION_OF_GRANULOCYTE_CHEMOTAXIS	53	44		
GOBP_NEGATIVE_REGULATION_OF_GRANULOCYTE_CHEMOTAXIS	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GRANULOCYTE_CHEMOTAXIS	28	22		
GOBP_VOCALIZATION_BEHAVIOR	19	16		
GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_PRODUCTION	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_PRODUCTION	21	20		
GOBP_NEGATIVE_REGULATION_OF_MONOCYTE_CHEMOTACTIC_PROTEIN_1_PRODUCTION	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MONOCYTE_CHEMOTACTIC_PROTEIN_1_PRODUCTION	15		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CHEMOKINE_C_C_MOTIF_LIGAND_5_PRODUCTION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CHEMOKINE_C_C_MOTIF_LIGAND_5_PRODUCTION	6		Rejected!	
GOBP_SMOOTH_MUSCLE_CELL_CHEMOTAXIS	9		Rejected!	
GOBP_REGULATION_OF_SMOOTH_MUSCLE_CELL_CHEMOTAXIS	7		Rejected!	
GOBP_MONONUCLEAR_CELL_MIGRATION	206	153		
GOBP_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION	123	101		
GOBP_NEGATIVE_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION	24	21		
GOBP_POSITIVE_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION	73	57		
GOBP_COMMISSURAL_NEURON_AXON_GUIDANCE	11		Rejected!	
GOBP_RESPONSE_TO_INDOLE_3_METHANOL	6		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_INDOLE_3_METHANOL	5		Rejected!	
GOBP_ORGANISM_EMERGENCE_FROM_PROTECTIVE_STRUCTURE	26	26		
GOBP_PROTEIN_LOCALIZATION_TO_EXTRACELLULAR_REGION	368	308		
GOBP_MAINTENANCE_OF_PROTEIN_LOCATION_IN_EXTRACELLULAR_REGION	8		Rejected!	
GOBP_ANATOMICAL_STRUCTURE_MATURATION	249	212		
GOBP_ECTODERMAL_PLACODE_DEVELOPMENT	13		Rejected!	
GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION	190	133		
GOBP_BASEMENT_MEMBRANE_ORGANIZATION	36	34		
GOBP_ER_ASSOCIATED_MISFOLDED_PROTEIN_CATABOLIC_PROCESS	12		Rejected!	
GOBP_ICOSANOID_TRANSPORT	56	39		
GOBP_LEUKOTRIENE_TRANSPORT	7		Rejected!	
GOBP_RESPONSE_TO_DIACYL_BACTERIAL_LIPOPEPTIDE	5		Rejected!	
GOBP_RESPONSE_TO_NITRIC_OXIDE	21	18		
GOBP_NUCLEAR_MEMBRANE_ORGANIZATION	44	44		
GOBP_RESPONSE_TO_BMP	178	149		
GOBP_RESPONSE_TO_FIBROBLAST_GROWTH_FACTOR	120	91		
GOBP_ENDOPLASMIC_RETICULUM_TUBULAR_NETWORK_ORGANIZATION	18	18		
GOBP_PODOSOME_ASSEMBLY	20	18		
GOBP_REGULATION_OF_PODOSOME_ASSEMBLY	15		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PODOSOME_ASSEMBLY	12		Rejected!	
GOBP_PROTEIN_TRANSMEMBRANE_TRANSPORT	64	62		
GOBP_TAIL_ANCHORED_MEMBRANE_PROTEIN_INSERTION_INTO_ER_MEMBRANE	17	17		
GOBP_PROTEIN_DNA_COMPLEX_SUBUNIT_ORGANIZATION	269	241		
GOBP_PROTEIN_LIPID_COMPLEX_SUBUNIT_ORGANIZATION	49	36		
GOBP_RIBONUCLEOPROTEIN_COMPLEX_SUBUNIT_ORGANIZATION	240	204		
GOBP_TRIGLYCERIDE_RICH_LIPOPROTEIN_PARTICLE_CLEARANCE	6		Rejected!	
GOBP_CELL_PROLIFERATION_IN_BONE_MARROW	10		Rejected!	
GOBP_APOPTOTIC_PROCESS_IN_BONE_MARROW_CELL	6		Rejected!	
GOBP_TNFSF11_MEDIATED_SIGNALING_PATHWAY	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELL_PROLIFERATION_IN_BONE_MARROW	6		Rejected!	
GOBP_REGULATION_OF_APOPTOTIC_PROCESS_IN_BONE_MARROW_CELL	5		Rejected!	
GOBP_RESPONSE_TO_CATECHOLAMINE	108	79		
GOBP_RESPONSE_TO_EPINEPHRINE	14		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_EPINEPHRINE_STIMULUS	11		Rejected!	
GOBP_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY	33	24		
GOBP_NEGATIVE_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVATING_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY	6		Rejected!	
GOBP_ADENYLATE_CYCLASE_ACTIVATING_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY	27	19		
GOBP_LEUKOCYTE_APOPTOTIC_PROCESS	117	94		
GOBP_MACROPHAGE_APOPTOTIC_PROCESS	14		Rejected!	
GOBP_ODONTOBLAST_DIFFERENTIATION	7		Rejected!	
GOBP_PROTEIN_LOCALIZATION_TO_ADHERENS_JUNCTION	6		Rejected!	
GOBP_DNA_BIOSYNTHETIC_PROCESS	197	187		
GOBP_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY	399	353		
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY	122	106		
GOBP_POSITIVE_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY	231	204		
GOBP_DETERMINATION_OF_DIGESTIVE_TRACT_LEFT_RIGHT_ASYMMETRY	7		Rejected!	
GOBP_DETERMINATION_OF_LIVER_LEFT_RIGHT_ASYMMETRY	6		Rejected!	
GOBP_UREA_TRANSMEMBRANE_TRANSPORT	10		Rejected!	
GOBP_COHESIN_LOADING	6		Rejected!	
GOBP_ENDOCANNABINOID_SIGNALING_PATHWAY	6		Rejected!	
GOBP_REPLICATION_FORK_REVERSAL	5		Rejected!	
GOBP_PROTEIN_DEUBIQUITINATION_INVOLVED_IN_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	7		Rejected!	
GOBP_EXTRACELLULAR_EXOSOME_ASSEMBLY	7		Rejected!	
GOBP_MULTIVESICULAR_BODY_SORTING_PATHWAY	49	49		
GOBP_NEPHRON_DEVELOPMENT	153	135		
GOBP_MESANGIAL_CELL_DIFFERENTIATION	7		Rejected!	
GOBP_NEPHRON_EPITHELIUM_DEVELOPMENT	116	100		
GOBP_GLOMERULAR_EPITHELIUM_DEVELOPMENT	26	22		
GOBP_PROXIMAL_TUBULE_DEVELOPMENT	7		Rejected!	
GOBP_DISTAL_TUBULE_DEVELOPMENT	12		Rejected!	
GOBP_DISTAL_CONVOLUTED_TUBULE_DEVELOPMENT	5		Rejected!	
GOBP_NEPHRON_MORPHOGENESIS	80	70		
GOBP_RENAL_VESICLE_FORMATION	8		Rejected!	
GOBP_MESENCHYMAL_STEM_CELL_MAINTENANCE_INVOLVED_IN_NEPHRON_MORPHOGENESIS	6		Rejected!	
GOBP_COLLECTING_DUCT_DEVELOPMENT	16		Rejected!	
GOBP_PROXIMAL_DISTAL_PATTERN_FORMATION_INVOLVED_IN_NEPHRON_DEVELOPMENT	5		Rejected!	
GOBP_COMMA_SHAPED_BODY_MORPHOGENESIS	6		Rejected!	
GOBP_S_SHAPED_BODY_MORPHOGENESIS	8		Rejected!	
GOBP_LOOP_OF_HENLE_DEVELOPMENT	12		Rejected!	
GOBP_KIDNEY_EPITHELIUM_DEVELOPMENT	146	128		
GOBP_KIDNEY_MESENCHYME_DEVELOPMENT	19	17		
GOBP_METANEPHRIC_MESENCHYME_DEVELOPMENT	15		Rejected!	
GOBP_NEPHRON_TUBULE_FORMATION	20	18		
GOBP_RENAL_VESICLE_DEVELOPMENT	19	17		
GOBP_STEM_CELL_PROLIFERATION	124	100		
GOBP_REGULATION_OF_STEM_CELL_PROLIFERATION	92	69		
GOBP_GLOMERULUS_MORPHOGENESIS	9		Rejected!	
GOBP_GLOMERULUS_VASCULATURE_MORPHOGENESIS	6		Rejected!	
GOBP_GLOMERULAR_MESANGIUM_DEVELOPMENT	18	16		
GOBP_GLOMERULAR_MESANGIAL_CELL_PROLIFERATION	13		Rejected!	
GOBP_CELL_PROLIFERATION_INVOLVED_IN_KIDNEY_DEVELOPMENT	23	20		
GOBP_POSITIVE_REGULATION_OF_GLOMERULAR_MESANGIAL_CELL_PROLIFERATION	7		Rejected!	
GOBP_MESENCHYME_MORPHOGENESIS	58	54		
GOBP_MESANGIAL_CELL_DEVELOPMENT	6		Rejected!	
GOBP_GLOMERULAR_MESANGIAL_CELL_DEVELOPMENT	5		Rejected!	
GOBP_EPITHELIAL_CELL_FATE_COMMITMENT	15		Rejected!	
GOBP_NEPHRON_TUBULE_EPITHELIAL_CELL_DIFFERENTIATION	14		Rejected!	
GOBP_MESENCHYMAL_CELL_DIFFERENTIATION_INVOLVED_IN_KIDNEY_DEVELOPMENT	8		Rejected!	
GOBP_METANEPHRIC_MESENCHYMAL_CELL_DIFFERENTIATION	5		Rejected!	
GOBP_MESONEPHRIC_TUBULE_MORPHOGENESIS	67	58		
GOBP_MESONEPHRIC_TUBULE_FORMATION	10		Rejected!	
GOBP_METANEPHRIC_TUBULE_MORPHOGENESIS	11		Rejected!	
GOBP_METANEPHRIC_TUBULE_FORMATION	6		Rejected!	
GOBP_EPITHELIAL_TUBE_FORMATION	139	129		
GOBP_NEPHRIC_DUCT_DEVELOPMENT	16		Rejected!	
GOBP_MESONEPHRIC_DUCT_DEVELOPMENT	9		Rejected!	
GOBP_NEPHRIC_DUCT_MORPHOGENESIS	12		Rejected!	
GOBP_NEPHRIC_DUCT_FORMATION	5		Rejected!	
GOBP_URETER_DEVELOPMENT	17		Rejected!	
GOBP_URETER_MORPHOGENESIS	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_MESENCHYMAL_CELL_PROLIFERATION	7		Rejected!	
GOBP_CELL_DIFFERENTIATION_INVOLVED_IN_METANEPHROS_DEVELOPMENT	24	20		
GOBP_CELL_PROLIFERATION_INVOLVED_IN_METANEPHROS_DEVELOPMENT	10		Rejected!	
GOBP_METANEPHRIC_COLLECTING_DUCT_DEVELOPMENT	11		Rejected!	
GOBP_METANEPHRIC_EPITHELIUM_DEVELOPMENT	27	19		
GOBP_METANEPHRIC_NEPHRON_DEVELOPMENT	41	34		
GOBP_REGULATION_OF_METANEPHROS_DEVELOPMENT	6		Rejected!	
GOBP_METANEPHRIC_GLOMERULAR_MESANGIUM_DEVELOPMENT	5		Rejected!	
GOBP_METANEPHRIC_GLOMERULUS_DEVELOPMENT	17		Rejected!	
GOBP_METANEPHRIC_DISTAL_TUBULE_DEVELOPMENT	7		Rejected!	
GOBP_METANEPHRIC_LOOP_OF_HENLE_DEVELOPMENT	6		Rejected!	
GOBP_METANEPHRIC_GLOMERULUS_VASCULATURE_DEVELOPMENT	9		Rejected!	
GOBP_METANEPHRIC_NEPHRON_EPITHELIUM_DEVELOPMENT	23	17		
GOBP_METANEPHRIC_NEPHRON_TUBULE_EPITHELIAL_CELL_DIFFERENTIATION	6		Rejected!	
GOBP_METANEPHRIC_NEPHRON_MORPHOGENESIS	25	22		
GOBP_METANEPHRIC_NEPHRON_TUBULE_MORPHOGENESIS	8		Rejected!	
GOBP_METANEPHRIC_RENAL_VESICLE_MORPHOGENESIS	15		Rejected!	
GOBP_METANEPHRIC_S_SHAPED_BODY_MORPHOGENESIS	6		Rejected!	
GOBP_GLOMERULAR_EPITHELIAL_CELL_DEVELOPMENT	13		Rejected!	
GOBP_GLOMERULAR_EPITHELIAL_CELL_DIFFERENTIATION	23	19		
GOBP_VESICLE_UNCOATING	9		Rejected!	
GOBP_MONOCARBOXYLIC_ACID_CATABOLIC_PROCESS	126	111		
GOBP_MONOCARBOXYLIC_ACID_BIOSYNTHETIC_PROCESS	218	177		
GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	174	162		
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR	81	76		
GOBP_MODIFIED_AMINO_ACID_TRANSPORT	40	36		
GOBP_RESCUE_OF_STALLED_RIBOSOME	9		Rejected!	
GOBP_SULFUR_COMPOUND_TRANSPORT	56	50		
GOBP_TRICARBOXYLIC_ACID_METABOLIC_PROCESS	14		Rejected!	
GOBP_CIRCULATORY_SYSTEM_DEVELOPMENT	1211		Rejected!	
GOBP_PROTEIN_ACTIVATION_CASCADE	20	17		
GOBP_ORGANELLE_TRANSPORT_ALONG_MICROTUBULE	88	86		
GOBP_MINUS_END_DIRECTED_ORGANELLE_TRANSPORT_ALONG_MICROTUBULE	5		Rejected!	
GOBP_PLUS_END_DIRECTED_ORGANELLE_TRANSPORT_ALONG_MICROTUBULE	7		Rejected!	
GOBP_MICROTUBULE_ANCHORING_AT_MICROTUBULE_ORGANIZING_CENTER	14		Rejected!	
GOBP_RESPONSE_TO_CELL_CYCLE_CHECKPOINT_SIGNALING	8		Rejected!	
GOBP_AMMONIUM_TRANSMEMBRANE_TRANSPORT	11		Rejected!	
GOBP_MESENCHYMAL_STEM_CELL_DIFFERENTIATION	12		Rejected!	
GOBP_EMBRYONIC_SKELETAL_JOINT_DEVELOPMENT	15	15		
GOBP_CELLULAR_TRIVALENT_INORGANIC_ANION_HOMEOSTASIS	10		Rejected!	
GOBP_TRIVALENT_INORGANIC_ANION_HOMEOSTASIS	20		Rejected!	
GOBP_DIVALENT_INORGANIC_CATION_HOMEOSTASIS	357	293		
GOBP_SEMINIFEROUS_TUBULE_DEVELOPMENT	15	15		
GOBP_PURINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	507	456		
GOBP_PURINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS	251	237		
GOBP_PURINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS	56	50		
GOBP_PYRIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	80	72		
GOBP_PYRIDINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS	31	26		
GOBP_PYRIDINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS	8		Rejected!	
GOBP_PYRIMIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	87	81		
GOBP_PYRIMIDINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS	37	35		
GOBP_PYRIMIDINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS	43	38		
GOBP_PURINE_CONTAINING_COMPOUND_TRANSMEMBRANE_TRANSPORT	26	24		
GOBP_PYRIMIDINE_CONTAINING_COMPOUND_TRANSMEMBRANE_TRANSPORT	14		Rejected!	
GOBP_FIBROBLAST_ACTIVATION	13		Rejected!	
GOBP_T_HELPER_17_TYPE_IMMUNE_RESPONSE	44	34		
GOBP_T_HELPER_17_CELL_DIFFERENTIATION	30	21		
GOBP_T_HELPER_17_CELL_LINEAGE_COMMITMENT	14		Rejected!	
GOBP_TERMINAL_BUTTON_ORGANIZATION	6		Rejected!	
GOBP_CHEMOKINE_C_X_C_MOTIF_LIGAND_1_PRODUCTION	6		Rejected!	
GOBP_CHEMOKINE_C_X_C_MOTIF_LIGAND_2_PRODUCTION	18		Rejected!	
GOBP_LIVER_MORPHOGENESIS	23	19		
GOBP_ENDOTHELIAL_CELL_APOPTOTIC_PROCESS	68	48		
GOBP_NEUROTRANSMITTER_GATED_ION_CHANNEL_CLUSTERING	16		Rejected!	
GOBP_CLATHRIN_DEPENDENT_ENDOCYTOSIS	48	47		
GOBP_CAVEOLIN_MEDIATED_ENDOCYTOSIS	11		Rejected!	
GOBP_OXYGEN_METABOLIC_PROCESS	6		Rejected!	
GOBP_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS	235	194		
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ORGANELLE	447	421		
GOBP_MAINTENANCE_OF_PROTEIN_LOCALIZATION_IN_ORGANELLE	41	40		
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	48	39		
GOBP_MAINTENANCE_OF_PROTEIN_LOCATION_IN_MITOCHONDRION	5		Rejected!	
GOBP_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE	286	268		
GOBP_PROTEIN_LOCALIZATION_TO_VACUOLE	78	73		
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_VACUOLE	59	56		
GOBP_NEUTROPHIL_EXTRAVASATION	15		Rejected!	
GOBP_LAMELLIPODIUM_MORPHOGENESIS	18	18		
GOBP_MULTINUCLEAR_OSTEOCLAST_DIFFERENTIATION	8		Rejected!	
GOBP_OSTEOCLAST_FUSION	6		Rejected!	
GOBP_LYMPHOCYTE_MIGRATION	123	91		
GOBP_EOSINOPHIL_MIGRATION	22		Rejected!	
GOBP_T_CELL_MIGRATION	73	60		
GOBP_THYMOCYTE_MIGRATION	7		Rejected!	
GOBP_T_CELL_EXTRAVASATION	13		Rejected!	
GOBP_PROTEIN_LOCALIZATION_TO_CELL_CORTEX	11		Rejected!	
GOBP_RESPONSE_TO_SORBITOL	7		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_SORBITOL	5		Rejected!	
GOBP_RESPONSE_TO_HYDROXYUREA	12		Rejected!	
GOBP_RESPONSE_TO_ACTINOMYCIN_D	5		Rejected!	
GOBP_RESPONSE_TO_CISPLATIN	5		Rejected!	
GOBP_POSITIVE_REGULATION_BY_SYMBIONT_OF_ENTRY_INTO_HOST	14		Rejected!	
GOBP_ENDOCYTOSIS_INVOLVED_IN_VIRAL_ENTRY_INTO_HOST_CELL	13		Rejected!	
GOBP_IRES_DEPENDENT_VIRAL_TRANSLATIONAL_INITIATION	11		Rejected!	
GOBP_VIRAL_TRANSLATIONAL_TERMINATION_REINITIATION	5		Rejected!	
GOBP_INTRACELLULAR_TRANSPORT_OF_VIRUS	11		Rejected!	
GOBP_MRNA_METHYLATION	16	16		
GOBP_REGULATION_OF_RESPONSE_TO_STRESS	1437		Rejected!	
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_STRESS	729		Rejected!	
GOBP_AMINO_ACID_HOMEOSTASIS	8		Rejected!	
GOBP_REGULATION_OF_FERTILIZATION	17		Rejected!	
GOBP_REGULATION_OF_NITRIC_OXIDE_METABOLIC_PROCESS	65	50		
GOBP_LYTIC_VACUOLE_ORGANIZATION	98	90		
GOBP_HISTONE_H3_K4_TRIMETHYLATION	23	21		
GOBP_PROTEIN_K6_LINKED_UBIQUITINATION	9		Rejected!	
GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY	46	44		
GOBP_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	79	70		
GOBP_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL_INVOLVED_IN_CONTRACTION	54	47		
GOBP_CARDIAC_MUSCLE_CELL_CONTRACTION	76	67		
GOBP_VENTRICULAR_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	36	31		
GOBP_MEMBRANE_REPOLARIZATION	52	41		
GOBP_MEMBRANE_DEPOLARIZATION_DURING_ACTION_POTENTIAL	36	33		
GOBP_MEMBRANE_REPOLARIZATION_DURING_ACTION_POTENTIAL	31	24		
GOBP_MEMBRANE_DEPOLARIZATION_DURING_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	22	21		
GOBP_MEMBRANE_REPOLARIZATION_DURING_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	26	20		
GOBP_CELL_CELL_SIGNALING_INVOLVED_IN_CARDIAC_CONDUCTION	37	31		
GOBP_ADENYLATE_CYCLASE_ACTIVATING_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_HEART_PROCESS	9		Rejected!	
GOBP_ATRIAL_CARDIAC_MUSCLE_CELL_TO_AV_NODE_CELL_SIGNALING	19	16		
GOBP_AV_NODE_CELL_TO_BUNDLE_OF_HIS_CELL_SIGNALING	11		Rejected!	
GOBP_BUNDLE_OF_HIS_CELL_TO_PURKINJE_MYOCYTE_SIGNALING	7		Rejected!	
GOBP_PURKINJE_MYOCYTE_TO_VENTRICULAR_CARDIAC_MUSCLE_CELL_SIGNALING	6		Rejected!	
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CELL_MEMBRANE_POTENTIAL	7		Rejected!	
GOBP_CARDIAC_MUSCLE_CELL_CARDIAC_MUSCLE_CELL_ADHESION	7		Rejected!	
GOBP_MEMBRANE_DEPOLARIZATION_DURING_AV_NODE_CELL_ACTION_POTENTIAL	6		Rejected!	
GOBP_MEMBRANE_DEPOLARIZATION_DURING_SA_NODE_CELL_ACTION_POTENTIAL	5		Rejected!	
GOBP_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING_INVOLVED_IN_CARDIAC_CONDUCTION	27	26		
GOBP_CELL_COMMUNICATION_INVOLVED_IN_CARDIAC_CONDUCTION	63	54		
GOBP_AV_NODE_CELL_TO_BUNDLE_OF_HIS_CELL_COMMUNICATION	14		Rejected!	
GOBP_BUNDLE_OF_HIS_CELL_TO_PURKINJE_MYOCYTE_COMMUNICATION	15		Rejected!	
GOBP_SA_NODE_CELL_TO_ATRIAL_CARDIAC_MUSCLE_CELL_COMMUNICATION	14		Rejected!	
GOBP_REGULATION_OF_HEART_RATE_BY_CARDIAC_CONDUCTION	42	38		
GOBP_ENDOTHELIN_RECEPTOR_SIGNALING_PATHWAY	11		Rejected!	
GOBP_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_HEART_PROCESS	18		Rejected!	
GOBP_L_HISTIDINE_TRANSMEMBRANE_TRANSPORT	6		Rejected!	
GOBP_AMINO_ACID_IMPORT_ACROSS_PLASMA_MEMBRANE	50	41		
GOBP_PRIMITIVE_STREAK_FORMATION	10		Rejected!	
GOBP_REGULATION_OF_NEUTROPHIL_CHEMOTAXIS	34	29		
GOBP_REGULATION_OF_MONOCYTE_CHEMOTAXIS	29	20		
GOBP_POSITIVE_REGULATION_OF_MONOCYTE_CHEMOTAXIS	21		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_MONOCYTE_CHEMOTAXIS	7		Rejected!	
GOBP_REGULATION_OF_STEROID_HORMONE_BIOSYNTHETIC_PROCESS	16	15		
GOBP_POSITIVE_REGULATION_OF_STEROID_HORMONE_BIOSYNTHETIC_PROCESS	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_STEROID_HORMONE_BIOSYNTHETIC_PROCESS	6		Rejected!	
GOBP_REGULATION_OF_PROTEIN_KINASE_C_SIGNALING	19	18		
GOBP_POSITIVE_REGULATION_OF_PROTEIN_KINASE_C_SIGNALING	10		Rejected!	
GOBP_TUBULIN_DEACETYLATION	22	21		
GOBP_POSITIVE_REGULATION_OF_DEACETYLASE_ACTIVITY	8		Rejected!	
GOBP_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	78	36		
GOBP_POSITIVE_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	35	20		
GOBP_NEGATIVE_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	42	15		
GOBP_POSITIVE_REGULATION_OF_MICROTUBULE_NUCLEATION	8		Rejected!	
GOBP_REGULATION_OF_ANATOMICAL_STRUCTURE_SIZE	509	449		
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PROCESS	260	223		
GOBP_REGULATION_OF_RIBOSOME_BIOGENESIS	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_RIBOSOME_BIOGENESIS	5		Rejected!	
GOBP_RELAXATION_OF_MUSCLE	35	27		
